file,sheet,source_row
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,66
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,67
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,68
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,69
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,70
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,71
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,72
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,73
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,74
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,75
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,76
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,77
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,78
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,79
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,80
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,81
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,82
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,83
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,84
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,85
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,86
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,87
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,88
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,89
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,90
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,91
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,92
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,93
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,94
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,95
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,96
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,97
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,98
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,99
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,100
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,101
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,102
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,103
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,104
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,105
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,106
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,107
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,108
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,109
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,110
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,111
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,112
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,113
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,114
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,115
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,116
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,117
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,122
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,123
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,124
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,125
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,126
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,127
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,128
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,129
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,130
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,131
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,132
sv_benchmark_GIAB5.0q.csv,SV-GIAB5.0q,133
sv_benchmark_CMRG.csv,SV-CMRG结果,3
sv_benchmark_CMRG.csv,SV-CMRG结果,4
sv_benchmark_CMRG.csv,SV-CMRG结果,5
sv_benchmark_CMRG.csv,SV-CMRG结果,6
sv_benchmark_CMRG.csv,SV-CMRG结果,7
sv_benchmark_CMRG.csv,SV-CMRG结果,8
sv_benchmark_CMRG.csv,SV-CMRG结果,9
sv_benchmark_CMRG.csv,SV-CMRG结果,10
sv_benchmark_CMRG.csv,SV-CMRG结果,11
sv_benchmark_CMRG.csv,SV-CMRG结果,12
sv_benchmark_CMRG.csv,SV-CMRG结果,13
sv_benchmark_CMRG.csv,SV-CMRG结果,14
sv_benchmark_CMRG.csv,SV-CMRG结果,15
sv_benchmark_CMRG.csv,SV-CMRG结果,16
sv_benchmark_CMRG.csv,SV-CMRG结果,17
sv_benchmark_CMRG.csv,SV-CMRG结果,18
sv_benchmark_CMRG.csv,SV-CMRG结果,19
sv_benchmark_CMRG.csv,SV-CMRG结果,20
sv_benchmark_CMRG.csv,SV-CMRG结果,21
sv_benchmark_CMRG.csv,SV-CMRG结果,22
sv_benchmark_CMRG.csv,SV-CMRG结果,23
sv_benchmark_CMRG.csv,SV-CMRG结果,24
sv_benchmark_CMRG.csv,SV-CMRG结果,25
sv_benchmark_CMRG.csv,SV-CMRG结果,26
sv_benchmark_CMRG.csv,SV-CMRG结果,27
sv_benchmark_CMRG.csv,SV-CMRG结果,28
sv_benchmark_CMRG.csv,SV-CMRG结果,29
sv_benchmark_CMRG.csv,SV-CMRG结果,30
sv_benchmark_CMRG.csv,SV-CMRG结果,31
sv_benchmark_CMRG.csv,SV-CMRG结果,32
sv_benchmark_CMRG.csv,SV-CMRG结果,33
sv_benchmark_CMRG.csv,SV-CMRG结果,34
sv_benchmark_CMRG.csv,SV-CMRG结果,35
sv_benchmark_CMRG.csv,SV-CMRG结果,36
sv_benchmark_CMRG.csv,SV-CMRG结果,37
sv_benchmark_CMRG.csv,SV-CMRG结果,38
sv_benchmark_CMRG.csv,SV-CMRG结果,46
sv_benchmark_CMRG.csv,SV-CMRG结果,47
sv_benchmark_CMRG.csv,SV-CMRG结果,48
sv_benchmark_CMRG.csv,SV-CMRG结果,49
sv_benchmark_CMRG.csv,SV-CMRG结果,50
sv_benchmark_CMRG.csv,SV-CMRG结果,51
sv_benchmark_CMRG.csv,SV-CMRG结果,52
sv_benchmark_CMRG.csv,SV-CMRG结果,53
sv_benchmark_CMRG.csv,SV-CMRG结果,54
sv_benchmark_CMRG.csv,SV-CMRG结果,55
sv_benchmark_CMRG.csv,SV-CMRG结果,56
sv_benchmark_CMRG.csv,SV-CMRG结果,57
sv_benchmark_CMRG.csv,SV-CMRG结果,58
sv_benchmark_CMRG.csv,SV-CMRG结果,59
sv_benchmark_CMRG.csv,SV-CMRG结果,60
sv_benchmark_CMRG.csv,SV-CMRG结果,61
sv_benchmark_CMRG.csv,SV-CMRG结果,62
sv_benchmark_CMRG.csv,SV-CMRG结果,63
sv_benchmark_CMRG.csv,SV-CMRG结果,64
sv_benchmark_CMRG.csv,SV-CMRG结果,65
sv_benchmark_CMRG.csv,SV-CMRG结果,66
sv_benchmark_CMRG.csv,SV-CMRG结果,67
sv_benchmark_CMRG.csv,SV-CMRG结果,68
sv_benchmark_CMRG.csv,SV-CMRG结果,69
sv_benchmark_CMRG.csv,SV-CMRG结果,70
sv_benchmark_CMRG.csv,SV-CMRG结果,71
sv_benchmark_CMRG.csv,SV-CMRG结果,72
sv_benchmark_CMRG.csv,SV-CMRG结果,73
sv_benchmark_CMRG.csv,SV-CMRG结果,74
sv_benchmark_CMRG.csv,SV-CMRG结果,75
sv_benchmark_CMRG.csv,SV-CMRG结果,76
sv_benchmark_CMRG.csv,SV-CMRG结果,77
sv_benchmark_CMRG.csv,SV-CMRG结果,78
sv_benchmark_CMRG.csv,SV-CMRG结果,79
sv_benchmark_CMRG.csv,SV-CMRG结果,80
sv_benchmark_CMRG.csv,SV-CMRG结果,81
experiment_design.csv,实验设计,5
experiment_design.csv,实验设计,6
experiment_design.csv,实验设计,7
experiment_design.csv,实验设计,8
experiment_design.csv,实验设计,9
experiment_design.csv,实验设计,10
experiment_design.csv,实验设计,11
experiment_design.csv,实验设计,12
experiment_design.csv,实验设计,13
experiment_design.csv,实验设计,14
experiment_design.csv,实验设计,15
experiment_design.csv,实验设计,16
experiment_design.csv,实验设计,17
experiment_design.csv,实验设计,18
experiment_design.csv,实验设计,19
experiment_design.csv,实验设计,20
experiment_design.csv,实验设计,21
experiment_design.csv,实验设计,22
experiment_design.csv,实验设计,23
experiment_design.csv,实验设计,24
tools_and_parameters.csv,工具及参数,5
tools_and_parameters.csv,工具及参数,6
tools_and_parameters.csv,工具及参数,7
tools_and_parameters.csv,工具及参数,8
tools_and_parameters.csv,工具及参数,9
tools_and_parameters.csv,工具及参数,10
tools_and_parameters.csv,工具及参数,11
tools_and_parameters.csv,工具及参数,12
tools_and_parameters.csv,工具及参数,13
tools_and_parameters.csv,工具及参数,14
tools_and_parameters.csv,工具及参数,15
tools_and_parameters.csv,工具及参数,16
tools_and_parameters.csv,工具及参数,17
tools_and_parameters.csv,工具及参数,18
tools_and_parameters.csv,工具及参数,19
tools_and_parameters.csv,工具及参数,20
tools_and_parameters.csv,工具及参数,21
tools_and_parameters.csv,工具及参数,22
tools_and_parameters.csv,工具及参数,23
tools_and_parameters.csv,工具及参数,24
tools_and_parameters.csv,工具及参数,25
tools_and_parameters.csv,工具及参数,26
tools_and_parameters.csv,工具及参数,27
tools_and_parameters.csv,工具及参数,28
tools_and_parameters.csv,工具及参数,29
tools_and_parameters.csv,工具及参数,30
tools_and_parameters.csv,工具及参数,31
tools_and_parameters.csv,工具及参数,32
tools_and_parameters.csv,工具及参数,33
tools_and_parameters.csv,工具及参数,34
tools_and_parameters.csv,工具及参数,35
tools_and_parameters.csv,工具及参数,36
tools_and_parameters.csv,工具及参数,37
tools_and_parameters.csv,工具及参数,38
tools_and_parameters.csv,工具及参数,39
tools_and_parameters.csv,工具及参数,40
tools_and_parameters.csv,工具及参数,41
tools_and_parameters.csv,工具及参数,42
tools_and_parameters.csv,工具及参数,43
tools_and_parameters.csv,工具及参数,44
tools_and_parameters.csv,工具及参数,45
tools_and_parameters.csv,工具及参数,46
tools_and_parameters.csv,工具及参数,47
error_spectrum_pilot.csv,表观错误谱预评估,5
error_spectrum_pilot.csv,表观错误谱预评估,6
error_spectrum_pilot.csv,表观错误谱预评估,7
error_spectrum_pilot.csv,表观错误谱预评估,8
error_spectrum_pilot.csv,表观错误谱预评估,9
error_spectrum_pilot.csv,表观错误谱预评估,10
alignment_qc.csv,比对结果,2
alignment_qc.csv,比对结果,3
alignment_qc.csv,比对结果,4
alignment_qc.csv,比对结果,5
alignment_qc.csv,比对结果,6
alignment_qc.csv,比对结果,7
alignment_qc.csv,比对结果,8
alignment_qc.csv,比对结果,9
alignment_qc.csv,比对结果,10
alignment_qc.csv,比对结果,11
alignment_qc.csv,比对结果,12
alignment_qc.csv,比对结果,13
alignment_qc.csv,比对结果,14
alignment_qc.csv,比对结果,15
alignment_qc.csv,比对结果,16
alignment_qc.csv,比对结果,17
alignment_qc.csv,比对结果,18
alignment_qc.csv,比对结果,19
alignment_qc.csv,比对结果,24
alignment_qc.csv,比对结果,25
alignment_qc.csv,比对结果,26
alignment_qc.csv,比对结果,27
alignment_qc.csv,比对结果,28
alignment_qc.csv,比对结果,29
alignment_qc.csv,比对结果,30
alignment_qc.csv,比对结果,31
alignment_qc.csv,比对结果,32
alignment_qc.csv,比对结果,33
alignment_qc.csv,比对结果,34
alignment_qc.csv,比对结果,35
alignment_qc.csv,比对结果,36
alignment_qc.csv,比对结果,37
alignment_qc.csv,比对结果,38
alignment_qc.csv,比对结果,39
alignment_qc.csv,比对结果,40
alignment_qc.csv,比对结果,41
reads_qc_nanoplot.csv,NanoPlot_Result,2
reads_qc_nanoplot.csv,NanoPlot_Result,3
reads_qc_nanoplot.csv,NanoPlot_Result,4
reads_qc_nanoplot.csv,NanoPlot_Result,5
reads_qc_nanoplot.csv,NanoPlot_Result,6
reads_qc_nanoplot.csv,NanoPlot_Result,7
reads_qc_nanoplot.csv,NanoPlot_Result,8
reads_qc_nanoplot.csv,NanoPlot_Result,9
reads_qc_nanoplot.csv,NanoPlot_Result,10
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),2
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),3
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),4
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),5
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),6
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),7
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),8
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),9
reads_qc_nanoplot_q20.csv,NanoPlot_Result(副本),10
snv_benchmark.csv,SNV结果,5
snv_benchmark.csv,SNV结果,6
snv_benchmark.csv,SNV结果,7
snv_benchmark.csv,SNV结果,8
snv_benchmark.csv,SNV结果,9
snv_benchmark.csv,SNV结果,10
snv_benchmark.csv,SNV结果,11
snv_benchmark.csv,SNV结果,12
snv_benchmark.csv,SNV结果,13
snv_benchmark.csv,SNV结果,14
snv_benchmark.csv,SNV结果,15
snv_benchmark.csv,SNV结果,16
snv_benchmark.csv,SNV结果,17
snv_benchmark.csv,SNV结果,18
snv_benchmark.csv,SNV结果,19
snv_benchmark.csv,SNV结果,20
snv_benchmark.csv,SNV结果,21
snv_benchmark.csv,SNV结果,22
snv_benchmark.csv,SNV结果,23
snv_benchmark.csv,SNV结果,24
snv_benchmark.csv,SNV结果,25
snv_benchmark.csv,SNV结果,26
snv_benchmark.csv,SNV结果,27
snv_benchmark.csv,SNV结果,28
snv_benchmark.csv,SNV结果,29
snv_benchmark.csv,SNV结果,30
snv_benchmark.csv,SNV结果,31
snv_benchmark.csv,SNV结果,32
snv_benchmark.csv,SNV结果,33
snv_benchmark.csv,SNV结果,34
snv_benchmark.csv,SNV结果,35
snv_benchmark.csv,SNV结果,36
snv_benchmark.csv,SNV结果,37
snv_benchmark.csv,SNV结果,38
snv_benchmark.csv,SNV结果,39
snv_benchmark.csv,SNV结果,40
snv_benchmark.csv,SNV结果,41
snv_benchmark.csv,SNV结果,42
snv_benchmark.csv,SNV结果,43
snv_benchmark.csv,SNV结果,44
snv_benchmark.csv,SNV结果,45
snv_benchmark.csv,SNV结果,46
snv_benchmark.csv,SNV结果,47
snv_benchmark.csv,SNV结果,48
snv_benchmark.csv,SNV结果,49
snv_benchmark.csv,SNV结果,50
snv_benchmark.csv,SNV结果,51
snv_benchmark.csv,SNV结果,52
snv_benchmark.csv,SNV结果,53
snv_benchmark.csv,SNV结果,54
snv_benchmark.csv,SNV结果,55
snv_benchmark.csv,SNV结果,56
snv_benchmark.csv,SNV结果,57
snv_benchmark.csv,SNV结果,58
str_trgt.csv,STR（短串联重复变异）结果,9
str_trgt.csv,STR（短串联重复变异）结果,10
str_trgt.csv,STR（短串联重复变异）结果,11
str_trgt.csv,STR（短串联重复变异）结果,12
str_trgt.csv,STR（短串联重复变异）结果,13
str_trgt.csv,STR（短串联重复变异）结果,14
str_trgt.csv,STR（短串联重复变异）结果,15
str_trgt.csv,STR（短串联重复变异）结果,16
str_trgt.csv,STR（短串联重复变异）结果,17
str_trgt.csv,STR（短串联重复变异）结果,29
str_trgt.csv,STR（短串联重复变异）结果,30
str_trgt.csv,STR（短串联重复变异）结果,31
str_trgt.csv,STR（短串联重复变异）结果,32
str_trgt.csv,STR（短串联重复变异）结果,33
str_trgt.csv,STR（短串联重复变异）结果,34
str_trgt.csv,STR（短串联重复变异）结果,35
str_trgt.csv,STR（短串联重复变异）结果,36
str_trgt.csv,STR（短串联重复变异）结果,37
mobile_element_xtea.csv,ME（移动元件插入）结果,2
mobile_element_xtea.csv,ME（移动元件插入）结果,3
mobile_element_xtea.csv,ME（移动元件插入）结果,4
mobile_element_xtea.csv,ME（移动元件插入）结果,5
mobile_element_xtea.csv,ME（移动元件插入）结果,6
mobile_element_xtea.csv,ME（移动元件插入）结果,7
mosaic_sv_pilot.csv,Mosaic pilot,4
mosaic_sv_pilot.csv,Mosaic pilot,5
mosaic_sv_pilot.csv,Mosaic pilot,6
mosaic_sv_pilot.csv,Mosaic pilot,7
mosaic_sv_pilot.csv,Mosaic pilot,8
mosaic_sv_pilot.csv,Mosaic pilot,9
assembly_merqury.csv,Merqury 结果,3
assembly_merqury.csv,Merqury 结果,4
assembly_merqury.csv,Merqury 结果,5
assembly_merqury.csv,Merqury 结果,6
assembly_merqury.csv,Merqury 结果,7
assembly_merqury.csv,Merqury 结果,8
assembly_merqury.csv,Merqury 结果,9
assembly_merqury.csv,Merqury 结果,10
assembly_merqury.csv,Merqury 结果,11
phasing_block_stats_longphase.csv,phasing-SNP_Block_Stats,8
phasing_block_stats_longphase.csv,phasing-SNP_Block_Stats,9
phasing_block_stats_longphase.csv,phasing-SNP_Block_Stats,10
phasing_block_stats_longphase.csv,phasing-SNP_Block_Stats,11
phasing_block_stats_longphase.csv,phasing-SNP_Block_Stats,12
phasing_block_stats_longphase.csv,phasing-SNP_Block_Stats,13
phasing_block_stats_longphase.csv,phasing-SNP_Block_Stats,14
phasing_block_stats_longphase.csv,phasing-SNP_Block_Stats,15
